from,to, exports ,exports.log
37,22,533,2.726727209
37,23,"4,009",3.603036056
37,24,180,2.255272505
37,48,65,1.812913357
37,56,5,0.698970004
37,25,397,2.598790507
37,53,1,0
37,26,152,2.181843588
37,27,277,2.442479769
37,28,116,2.064457989
37,44,28,1.447158031
37,58,7,0.84509804
37,29,157,2.195899652
37,30,22,1.342422681
37,49,7,0.84509804
37,31,"1,924",3.284205068
37,32,414,2.617000341
37,59,2,0.301029996
37,51,97,1.986771734
37,45,26,1.414973348
37,33,"5,956",3.774954689
37,34,204,2.309630167
37,35,"1,438",3.157758886
37,36,"3,173",3.501470072
37,60,31,1.491361694
37,50,6,0.77815125
37,38,506,2.704150517
37,39,"1,011",3.004751156
37,41,45,1.653212514
37,46,124,2.093421685
37,40,"1,111",3.045714059
37,42,"1,905",3.27989498
37,47,30,1.477121255
38,0,120,2.079181246
38,1,"2,174",3.33725954
38,43,2,0.301029996
38,2,679,2.831869774
38,3,213,2.328379603
38,4,59,1.770852012
38,54,2,0.301029996
38,55,1,0
38,57,1,0
38,5,136,2.133538908
38,6,625,2.795880017
38,7,254,2.404833717
38,8,25,1.397940009
38,9,689,2.838219222
38,10,"6,139",3.788097633
38,11,295,2.469822016
38,12,380,2.579783597
38,13,38,1.579783597
38,52,0,#NUM!
38,14,81,1.908485019
38,15,"1,603",3.204933522
38,16,582,2.764922985
38,17,76,1.880813592
38,61,22,1.342422681
38,18,"1,929",3.285332228
38,19,921,2.96425963
38,20,13,1.113943352
38,21,83,1.919078092
38,22,83,1.919078092
38,23,"3,157",3.499274582
38,24,53,1.72427587
38,48,122,2.086359831
38,56,8,0.903089987
38,25,113,2.053078443
38,53,1,0
38,26,83,1.919078092
38,27,86,1.934498451
38,28,55,1.740362689
38,44,22,1.342422681
38,58,5,0.698970004
38,29,91,1.959041392
38,30,4,0.602059991
38,49,8,0.903089987
38,31,395,2.596597096
38,32,117,2.068185862
38,59,1,0
38,51,24,1.380211242
38,45,26,1.414973348
38,33,963,2.983626287
38,34,64,1.806179974
38,35,485,2.685741739
38,36,460,2.662757832
38,60,38,1.579783597
38,50,2,0.301029996
38,37,473,2.674861141
38,39,356,2.551449998
38,41,19,1.278753601
38,46,167,2.222716471
38,40,320,2.505149978
38,42,558,2.746634199
38,47,21,1.322219295
39,0,"1,816",3.259115844
39,1,"1,491",3.173477643
39,43,136,2.133538908
39,2,"5,912",3.771734425
39,3,198,2.29666519
39,4,"1,690",3.227886705
39,54,8,0.903089987
39,55,23,1.361727836
39,57,6,0.77815125
39,5,"1,740",3.240549248
39,6,"2,977",3.473778835
39,7,"6,973",3.843419665
39,8,135,2.130333768
39,9,"1,346",3.12904506
39,10,"18,843",4.275150048
39,11,"17,131",4.233782715
39,12,"3,216",3.50731604
39,13,"1,363",3.134495856
39,52,3,0.477121255
39,14,"13,318",4.124439011
39,15,"8,189",3.913230871
39,16,"11,405",4.05709529
39,17,363,2.559906625
39,61,151,2.178976947
39,18,151,2.178976947
39,19,879,2.943988875
39,20,603,2.780317312
39,21,"1,483",3.171141151
39,22,"1,711",3.23325001
39,23,"4,451",3.648457594
39,24,"2,108",3.323870607
39,48,72,1.857332496
39,56,18,1.255272505
39,25,"2,073",3.316599302
39,53,5,0.698970004
39,26,753,2.876794976
39,27,647,2.810904281
39,28,510,2.707570176
39,44,581,2.764176132
39,58,7,0.84509804
39,29,986,2.993876915
39,30,355,2.550228353
39,49,14,1.146128036
39,31,"7,915",3.898450919
39,32,"24,948",4.397035735
39,59,13,1.113943352
39,51,305,2.484299839
39,45,165,2.217483944
39,33,"4,705",3.672559628
39,34,833,2.920645001
39,35,441,2.644438589
39,36,"3,616",3.558228422
39,60,"1,957",3.291590826
39,50,70,1.84509804
39,37,393,2.59439255
39,38,170,2.230448921
39,41,603,2.780317312
39,46,672,2.827369273
39,40,"1,876",3.273232834
39,42,"12,171",4.085326262
39,47,203,2.307496038
41,0,"4,447",3.648067129
41,1,461,2.663700925
41,43,527,2.721810615
41,2,979,2.990782692
41,3,123,2.089905111
41,4,"4,075",3.610127613
41,54,43,1.633468456
41,55,2,0.301029996
41,57,418,2.621176282
41,5,"5,513",3.741387992
41,6,862,2.935507266
41,7,"117,663",5.070639917
41,8,25,1.397940009
41,9,825,2.916453949
41,10,"7,645",3.88337749
41,11,445,2.648360011
41,12,"1,194",3.077004327
41,13,111,2.045322979
41,52,32,1.505149978
41,14,440,2.643452676
41,15,"2,689",3.429590802
41,16,"4,671",3.669409867
41,17,140,2.146128036
41,61,"8,032",3.9048237
41,18,48,1.681241237
41,19,591,2.771587481
41,20,"3,725",3.571126277
41,21,"3,546",3.549738731
41,22,537,2.729974286
41,23,"2,135",3.329397879
41,24,"23,374",4.36873304
41,48,50,1.698970004
41,56,6,0.77815125
41,25,"13,505",4.130494589
41,53,189,2.276461804
41,26,46,1.662757832
41,27,29,1.462397998
41,28,36,1.556302501
41,44,"5,675",3.753965866
41,58,11,1.041392685
41,29,"6,479",3.81150798
41,30,31,1.491361694
41,49,17,1.230448921
41,31,"2,161",3.334654767
41,32,803,2.904715545
41,59,30,1.477121255
41,51,307,2.487138375
41,45,"4,893",3.689575216
41,33,"1,331",3.124178055
41,34,150,2.176091259
41,35,158,2.198657087
41,36,965,2.984527313
41,60,"13,600",4.133538908
41,50,424,2.627365857
41,37,348,2.541579244
41,38,84,1.924279286
41,39,683,2.834420704
41,46,"4,530",3.656098202
41,40,"2,399",3.380030248
41,42,"34,358",4.536027875
41,47,"8,810",3.944975908
46,0,"13,011",4.114310677
46,1,247,2.392696953
46,43,"10,617",4.026001817
46,2,"2,042",3.310055738
46,3,39,1.591064607
46,4,"2,188",3.340047318
46,54,207,2.315970345
46,55,37,1.568201724
46,57,"1,889",3.276231958
46,5,"1,796",3.254306332
46,6,"3,473",3.540704783
46,7,"23,638",4.373610728
46,8,102,2.008600172
46,9,514,2.710963119
46,10,"5,019",3.700617196
46,11,529,2.723455672
46,12,"1,045",3.01911629
46,13,62,1.792391689
46,52,57,1.755874856
46,14,269,2.42975228
46,15,"2,059",3.313656347
46,16,"6,513",3.813781078
46,17,97,1.986771734
46,61,"2,953",3.470263447
46,18,30,1.477121255
46,19,370,2.568201724
46,20,"11,773",4.070887144
46,21,"5,404",3.73271534
46,22,"1,355",3.131939295
46,23,"2,200",3.342422681
46,24,"27,394",4.437655451
46,48,97,1.986771734
46,56,12,1.079181246
46,25,"5,426",3.734479789
46,53,"1,136",3.055378331
46,26,54,1.73239376
46,27,23,1.361727836
46,28,34,1.531478917
46,44,"8,357",3.922050402
46,58,119,2.075546961
46,29,"1,268",3.103119254
46,30,21,1.322219295
46,49,40,1.602059991
46,31,"4,255",3.628899564
46,32,724,2.859738566
46,59,189,2.276461804
46,51,"1,162",3.065206128
46,45,"6,178",3.790847904
46,33,388,2.588831726
46,34,146,2.164352856
46,35,143,2.155336037
46,36,825,2.916453949
46,60,"5,380",3.730782276
46,50,673,2.828015064
46,37,128,2.10720997
46,38,50,1.698970004
46,39,501,2.699837726
46,41,"3,938",3.595275712
46,40,801,2.903632516
46,42,"15,594",4.19295753
46,47,"8,730",3.941014244
40,0,"1,037",3.015778756
40,1,"1,489",3.172894698
40,43,111,2.045322979
40,2,"3,622",3.558948446
40,3,"2,595",3.414137362
40,4,"1,492",3.173768823
40,54,9,0.954242509
40,55,1,0
40,57,5,0.698970004
40,5,"2,119",3.326130957
40,6,"1,571",3.196176185
40,7,"3,407",3.532372134
40,8,13,1.113943352
40,9,"1,461",3.164650216
40,10,"24,976",4.397522886
40,11,"1,449",3.161068385
40,12,"7,497",3.874887511
40,13,228,2.357934847
40,52,1,0
40,14,626,2.796574333
40,15,"10,604",4.025469719
40,16,"12,576",4.099542529
40,17,"1,554",3.191451014
40,61,138,2.139879086
40,18,396,2.597695186
40,19,"1,045",3.01911629
40,20,996,2.998259338
40,21,"1,269",3.103461622
40,22,886,2.947433722
40,23,"9,959",3.998215732
40,24,837,2.922725458
40,48,616,2.789580712
40,56,250,2.397940009
40,25,785,2.894869657
40,53,4,0.602059991
40,26,362,2.558708571
40,27,117,2.068185862
40,28,268,2.428134794
40,44,132,2.120573931
40,58,11,1.041392685
40,29,"1,169",3.067814511
40,30,424,2.627365857
40,49,31,1.491361694
40,31,"3,836",3.583878598
40,32,"1,206",3.081347308
40,59,12,1.079181246
40,51,232,2.365487985
40,45,120,2.079181246
40,33,"4,201",3.623352682
40,34,783,2.893761762
40,35,"3,795",3.57921178
40,36,"11,593",4.064195836
40,60,"1,238",3.092720645
40,50,55,1.740362689
40,37,770,2.886490725
40,38,842,2.925312091
40,39,"1,955",3.291146762
40,41,252,2.401400541
40,46,369,2.567026366
40,42,"10,223",4.009578361
40,47,120,2.079181246
42,0,"26,870",4.429267666
42,1,"3,533",3.548143637
42,43,"1,347",3.129367596
42,2,"30,790",4.488409689
42,3,528,2.722633923
42,4,"32,090",4.506369717
42,54,459,2.661812686
42,55,12,1.079181246
42,57,236,2.372912003
42,5,"272,100",5.434728542
42,6,"13,638",4.134750686
42,7,"105,057",5.021424995
42,8,158,2.198657087
42,9,"2,994",3.476251796
42,10,"79,052",4.897912862
42,11,"6,677",3.824581376
42,12,"10,146",4.006294858
42,13,251,2.399673721
42,52,88,1.944482672
42,14,"6,342",3.802226238
42,15,"55,843",4.746968741
42,16,"68,831",4.837784079
42,17,"1,825",3.261262869
42,61,"19,166",4.282531484
42,18,429,2.632457292
42,19,"3,346",3.524525937
42,20,"5,583",3.746867628
42,21,"16,363",4.21386293
42,22,"74,458",4.871911367
42,23,"17,915",4.253216813
42,24,"60,802",4.783917865
42,48,"5,865",3.768268016
42,56,209,2.320146286
42,25,"45,573",4.658707618
42,53,167,2.222716471
42,26,434,2.63748973
42,27,"25,623",4.408629977
42,28,245,2.389166084
42,44,"14,343",4.156639998
42,58,73,1.86332286
42,29,"179,097",5.253088311
42,30,319,2.503790683
42,49,319,2.503790683
42,31,"46,968",4.671802067
42,32,"7,200",3.857332496
42,59,100,2
42,51,"1,923",3.283979284
42,45,"8,151",3.911210893
42,33,"5,109",3.708335903
42,34,"1,456",3.163161375
42,35,"1,192",3.076276255
42,36,"5,450",3.736396502
42,60,"33,586",4.526158284
42,50,664,2.822168079
42,37,679,2.831869774
42,38,357,2.552668216
42,39,"12,995",4.113776284
42,41,"15,386",4.187125728
42,46,"10,964",4.039969027
42,40,"7,512",3.875755579
42,47,"5,917",3.772101569
47,0,"7,542",3.877486528
47,1,474,2.675778342
47,43,374,2.572871602
47,2,"2,369",3.374565061
47,3,49,1.69019608
47,4,"1,661",3.220369632
47,54,25,1.397940009
47,55,5,0.698970004
47,57,"1,666",3.221674997
47,5,"1,913",3.28171497
47,6,705,2.848189117
47,7,"14,341",4.156579436
47,8,32,1.505149978
47,9,328,2.515873844
47,10,"5,018",3.700530657
47,11,454,2.657055853
47,12,"2,113",3.324899497
47,13,25,1.397940009
47,52,13,1.113943352
47,14,128,2.10720997
47,15,"2,107",3.323664536
47,16,"3,869",3.58759873
47,17,79,1.897627091
47,61,"1,023",3.009875634
47,18,30,1.477121255
47,19,62,1.792391689
47,20,"3,457",3.53869938
47,21,"1,863",3.270212855
47,22,283,2.451786436
47,23,"1,937",3.287129621
47,24,"18,195",4.25995206
47,48,103,2.012837225
47,56,10,1
47,25,"7,672",3.884908594
47,53,684,2.835056102
47,26,61,1.785329835
47,27,46,1.662757832
47,28,76,1.880813592
47,44,"3,081",3.488691698
47,58,27,1.431363764
47,29,899,2.953759692
47,30,7,0.84509804
47,49,20,1.301029996
47,31,"3,265",3.513883186
47,32,338,2.5289167
47,59,77,1.886490725
47,51,218,2.338456494
47,45,"2,894",3.461498527
47,33,595,2.774516966
47,34,161,2.206825876
47,35,123,2.089905111
47,36,984,2.992995098
47,60,"1,516",3.180699201
47,50,352,2.546542663
47,37,341,2.532754379
47,38,102,2.008600172
47,39,493,2.692846919
47,41,"2,494",3.396896449
47,46,"3,248",3.511616021
47,40,"1,047",3.019946682
47,42,"19,924",4.299376533
